Player,Tkl,TklW,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Team,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Cmp,Cmp%,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xAG,xA,A-xAG,KP,PPA,CrsPA,PrgP,Touches,Def Pen,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,PrgC,CPA,Mis,Dis,Rec,PrgR,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Nation,Pos,Age,90s,Def 3rd,Mid 3rd,Att 3rd,TotDist,PrgDist,1/3,Country
Max Aarons,28,18,19,63.3,11,9,4,6,34,23,0,Bournemouth,20,1.67,15,2,0,3,0,1,0.08,1,0,0,0,0,0,379,75.6,186,213,87.3,156,202,77.2,31,56,55.4,1,0.8,0.9,0.2,7,12,2,40,615,37,11,615,31,12,38.7,11,35.5,314,19,7,11,7,310,22,0,1,0,0,0.08,0,0,0,23.9,0,0,0,0,0,0.02,0,0,ENG,DF,24,12.1,20,6,2,6256,2424,22,United Kingdom
Lloyd Kelly,19,15,12,57.1,9,14,7,7,26,40,0,Bournemouth,17,1.51,13,2,1,0,1,1,0.09,1,0,0,0,0,0,450,74,162,196,82.7,223,265,84.2,57,121,47.1,0,0.2,0.2,-0.2,5,4,1,37,703,76,6,703,2,2,100,0,0,358,12,2,8,4,380,15,0,2,1,50,0.18,0.09,0,0,11,0,0,0,0.1,0.1,0.07,-0.1,-0.1,ENG,DF,25,11.2,7,9,3,8772,2793,50,United Kingdom
Alex Scott,16,10,8,50,8,11,7,11,27,12,1,Bournemouth,29,3.78,19,5,1,1,1,3,0.39,2,0,1,0,0,0,238,74.4,122,151,80.8,88,103,85.4,18,45,40,1,0.8,0.7,0.2,12,8,1,33,419,26,14,419,27,8,29.6,15,55.6,216,15,5,13,6,239,18,1,9,2,22.2,1.17,0.26,0.11,0.5,24.5,2,0,0,0.5,0.5,0.05,0.5,0.5,ENG,MF,20,7.7,5,8,3,3814,1113,15,United Kingdom
Dango Ouattara,30,17,13,56.5,10,10,8,9,39,20,0,Bournemouth,30,4.02,23,0,4,1,1,2,0.27,2,0,0,0,0,0,249,67.5,122,161,75.8,103,141,73,19,37,51.4,1,1,0.9,0,11,8,4,28,502,20,48,502,25,15,60,7,28,236,33,12,14,6,262,62,1,20,3,15,2.67,0.4,0.05,0.33,14.5,0,0,0,1.9,1.9,0.09,-0.9,-0.9,BFA,"DF,FW",22,7.5,16,7,7,4134,1308,17,Burkina Faso
Luis Sinisterra,23,12,9,56.3,7,18,18,8,31,4,0,Bournemouth,38,5.18,24,0,8,0,2,3,0.41,0,0,0,3,0,0,216,77.1,137,160,85.6,55,63,87.3,13,20,65,2,2.3,1,-0.3,18,16,1,38,416,11,81,416,47,28,59.6,17,36.2,255,49,33,24,9,295,79,2,26,8,30.8,3.54,1.09,0.08,0.25,13.9,0,0,0,2.5,2.5,0.1,-0.5,-0.5,COL,"FW,MF",24,7.3,9,10,4,3110,747,9,Colombia
Chris Mepham,9,8,6,54.5,5,12,7,7,16,22,1,Bournemouth,10,1.71,7,1,0,0,2,2,0.34,2,0,0,0,0,0,266,83.1,87,103,84.5,144,162,88.9,33,50,66,1,0.4,0.4,0.6,3,4,0,25,379,37,5,379,0,0,0,0,0,214,4,0,1,2,214,0,0,1,1,100,0.17,0.17,0,0,8.8,0,0,0,0.1,0.1,0.09,-0.1,-0.1,WAL,DF,26,5.9,6,3,0,5424,1846,31,United Kingdom
Joe Rothwell,7,2,2,25,6,4,2,3,10,2,0,Bournemouth,12,2.8,6,3,1,1,0,1,0.23,1,0,0,0,0,0,179,82.9,65,68,95.6,100,108,92.6,10,30,33.3,0,0.2,0.2,-0.2,4,1,0,20,251,8,1,251,13,7,53.8,4,30.8,140,6,0,5,2,155,3,0,2,0,0,0.47,0,0,0,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,ENG,MF,29,4.3,4,2,1,3185,863,20,United Kingdom
David Brooks,5,4,2,50,2,3,3,2,7,2,0,Bournemouth,20,6.41,16,1,1,1,0,3,0.96,2,0,1,0,0,0,95,72,47,55,85.5,34,42,81,10,23,43.5,1,1,0.5,0,8,12,3,21,177,2,11,177,10,4,40,6,60,102,8,1,7,1,113,27,1,13,5,38.5,4.15,1.6,0.08,0.2,17.4,0,0,0,2.2,2.2,0.17,-1.2,-1.2,WAL,"FW,MF",26,3.1,2,1,2,1545,666,14,United Kingdom
Ionuț Radu,0,0,0,0,0,0,0,0,0,0,0,Bournemouth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,82.4,19,19,100,29,30,96.7,8,19,42.1,0,0,0,0,0,0,0,0,70,64,0,70,0,0,0,0,0,51,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROU,GK,26,2,0,0,0,1211,583,0,Romania
Jaidon Anthony,3,1,1,14.3,6,3,3,1,4,3,0,Bournemouth,3,1.78,2,0,1,0,0,0,0,0,0,0,0,0,0,30,66.7,17,20,85,10,14,71.4,1,6,16.7,0,0,0,0,0,1,0,8,69,2,4,69,6,2,33.3,3,50,36,2,0,5,2,40,9,0,2,1,50,1.18,0.59,0,0,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,ENG,FW,24,1.7,1,0,2,453,139,3,United Kingdom
James Hill,3,2,1,100,0,1,0,2,5,6,0,Bournemouth,1,1.27,1,0,0,0,0,0,0,0,0,0,0,0,0,27,65.9,12,15,80,8,13,61.5,5,10,50,0,0,0,0,0,0,0,4,56,7,0,56,1,0,0,1,100,18,0,0,1,1,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,DF,22,0.8,1,2,0,530,231,6,United Kingdom
Kieffer Moore,0,0,0,0,0,0,0,0,0,0,0,Bournemouth,5,4.17,5,0,0,0,0,0,0,0,0,0,0,0,0,28,66.7,22,29,75.9,4,8,50,0,0,0,0,0.2,0.3,-0.2,2,2,0,4,53,0,12,53,3,1,33.3,1,33.3,29,2,0,3,1,47,15,1,6,2,33.3,5,1.67,0.17,0.5,12.5,0,0,0,1.5,1.5,0.25,-0.5,-0.5,WAL,"FW,MF",31,1.2,0,0,0,272,91,2,United Kingdom
Enes Ünal,0,0,0,0,1,0,0,0,0,1,0,Bournemouth,6,5.29,1,0,1,1,0,2,1.76,1,0,0,1,0,0,18,69.2,10,13,76.9,5,7,71.4,2,3,66.7,1,0.2,0,0.8,1,1,0,3,47,1,11,47,3,1,33.3,1,33.3,36,1,0,5,4,42,15,1,11,4,36.4,9.71,3.53,0.09,0.25,12.7,0,0,0,1.1,1.1,0.1,-0.1,-0.1,TUR,"MF,FW",26,1.1,0,0,0,258,66,2,Turkey
Hamed Junior Traorè,1,0,1,33.3,2,3,3,0,1,0,0,Bournemouth,4,7.66,1,0,2,0,0,0,0,0,0,0,0,0,0,18,66.7,10,11,90.9,6,8,75,1,3,33.3,0,0,0,0,1,0,0,3,41,1,2,41,8,4,50,4,50,22,2,1,2,1,28,4,0,3,2,66.7,5.74,3.83,0,0,25.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,CIV,MF,24,0.5,1,0,0,244,59,3,Ivory Coast
Tyler Adams,0,0,0,0,0,0,0,0,0,0,0,Bournemouth,1,4.5,0,1,0,0,0,0,0,0,0,0,0,0,0,11,78.6,8,8,100,3,5,60,0,1,0,0,0,0,0,0,0,0,1,15,0,0,15,0,0,0,0,0,11,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,USA,MF,25,0.2,0,0,0,152,34,2,USA
Romain Faivre,1,1,0,0,3,0,0,0,1,0,0,Bournemouth,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,10,71.4,5,7,71.4,5,5,100,0,1,0,0,0,0,0,0,1,0,3,20,0,1,20,5,1,20,2,40,13,2,0,1,1,16,1,0,1,0,0,5,0,0,0,14.3,0,0,0,0.1,0.1,0.14,-0.1,-0.1,FRA,"MF,DF",25,0.2,0,1,0,135,78,2,France
Joachim Andersen,35,22,20,69,9,28,11,33,68,138,1,Crystal Palace,35,1.25,30,1,0,0,1,3,0.11,3,0,0,0,0,0,1288,79.1,351,403,87.1,722,792,91.2,207,395,52.4,2,1.7,1.6,0.3,14,16,8,121,1913,227,35,1913,20,12,60,5,25,1046,20,0,7,6,1216,8,2,18,8,44.4,0.64,0.29,0.11,0.25,13.5,1,0,0,1.3,1.3,0.07,0.7,0.7,DEN,DF,27,28,25,9,1,28482,10557,141,Denmark
Tyrick Mitchell,77,40,29,69,13,41,33,22,99,85,0,Crystal Palace,30,1.15,27,2,0,0,1,3,0.12,3,0,0,0,0,0,844,71.3,409,494,82.8,373,500,74.6,48,109,44,2,1.6,1.6,0.4,16,19,7,70,1485,99,30,1485,21,8,38.1,12,57.1,589,15,3,30,19,690,104,1,5,2,40,0.19,0.08,0.2,0.5,13.1,0,0,0,0.7,0.7,0.14,0.3,0.3,ENG,DF,24,26.1,60,11,6,13674,5900,57,United Kingdom
Jordan Ayew,53,28,15,44.1,19,38,36,14,67,12,0,Crystal Palace,64,2.7,37,4,3,11,2,10,0.42,8,0,1,0,1,0,553,73.2,340,392,86.7,169,229,73.8,23,65,35.4,6,4,2.5,2,23,24,10,58,1127,20,83,1127,110,44,40,46,41.8,716,66,18,76,71,816,157,4,41,16,39,1.73,0.67,0.1,0.25,17.1,0,0,0,3.6,3.6,0.09,0.4,0.4,GHA,"FW,MF",32,23.7,21,20,12,8059,1693,35,Ghana
Jefferson Lerma,33,18,12,40,18,26,17,27,60,48,0,Crystal Palace,50,2.22,44,0,1,1,1,3,0.13,3,0,0,0,0,0,847,81.1,464,530,87.5,299,366,81.7,57,91,62.6,1,2.2,1.9,-1.2,23,19,3,91,1253,60,39,1253,16,9,56.3,5,31.3,618,13,2,21,13,751,48,1,32,9,28.1,1.42,0.4,0.03,0.11,19.1,0,0,0,2.6,2.6,0.08,-1.6,-1.6,COL,MF,29,22.5,9,20,4,13041,4071,97,Colombia
Marc Guéhi,26,17,13,56.5,10,22,5,18,44,86,1,Crystal Palace,18,0.85,13,0,0,2,1,2,0.09,2,0,0,0,0,0,1073,86.6,331,370,89.5,611,647,94.4,124,203,61.1,1,0.5,0.9,0.5,5,4,0,58,1423,193,12,1423,13,7,53.8,4,30.8,863,13,1,8,2,955,6,0,5,0,0,0.24,0,0,0,9.7,0,0,0,0.6,0.6,0.13,-0.6,-0.6,ENG,DF,23,21.2,21,5,0,21710,7619,80,United Kingdom
Sam Johnstone,1,0,1,100,0,0,0,1,2,5,0,Crystal Palace,2,0.1,1,1,0,0,0,1,0.05,0,1,0,0,0,0,343,57.3,45,46,97.8,143,147,97.3,155,401,38.7,0,0,0,0,0,0,0,0,640,539,0,640,0,0,0,0,0,350,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,GK,31,20,1,0,0,11568,8793,13,United Kingdom
Joel Ward,38,24,25,61,16,13,5,9,47,72,1,Crystal Palace,16,0.85,13,2,0,0,0,3,0.16,2,1,0,0,0,0,630,76,318,354,89.8,264,325,81.2,41,116,35.3,1,0.2,0.2,0.8,3,7,3,60,1007,86,10,1007,10,6,60,4,40,418,16,0,8,2,520,14,0,10,0,0,0.53,0,0,0,18,0,0,0,0.9,0.9,0.09,-0.9,-0.9,ENG,DF,34,18.8,23,14,1,10446,4810,62,United Kingdom
Odsonne Édouard,19,10,3,17.6,14,15,14,5,24,19,0,Crystal Palace,41,2.59,26,0,6,1,1,2,0.13,2,0,0,0,0,0,218,69.4,146,185,78.9,52,71,73.2,6,10,60,0,1.1,0.9,-1.1,16,13,1,32,531,18,86,531,43,15,34.9,21,48.8,303,31,23,49,23,365,87,6,47,17,36.2,2.96,1.07,0.13,0.35,13.7,3,0,0,5.7,5.7,0.12,0.3,0.3,FRA,"FW,MF",26,15.9,7,5,7,2700,602,10,France
Jeffrey Schlupp,35,21,9,52.9,8,12,10,7,42,23,0,Crystal Palace,23,1.69,17,0,2,2,1,1,0.07,1,0,0,0,0,0,216,74.2,131,163,80.4,73,86,84.9,6,22,27.3,1,1.7,1.2,-0.7,15,6,0,28,470,21,24,470,34,14,41.2,16,47.1,257,18,5,36,21,298,37,1,17,9,52.9,1.25,0.66,0.06,0.11,18.6,0,0,0,1.7,1.7,0.1,-0.7,-0.7,GHA,"FW,MF",31,13.6,14,15,6,3011,790,15,Ghana
Chris Richards,35,21,15,71.4,6,26,17,21,56,80,0,Crystal Palace,10,0.61,7,0,0,0,1,2,0.12,2,0,0,0,0,0,460,81.6,206,241,85.5,206,236,87.3,41,64,64.1,0,0.2,0.1,-0.2,3,1,0,26,753,114,11,753,0,0,0,0,0,337,0,0,5,3,394,1,1,6,1,16.7,0.37,0.06,0.17,1,9.7,0,0,0,0.3,0.3,0.05,0.7,0.7,USA,"DF,MF",23,16.3,18,15,2,8041,2329,25,USA
Jean-Philippe Mateta,12,8,3,60,2,9,7,3,15,8,0,Crystal Palace,51,3.05,37,0,4,4,1,8,0.48,6,0,0,0,2,0,206,71.5,130,164,79.3,55,81,67.9,4,4,100,4,2.5,1.1,1.5,24,11,2,17,484,9,64,482,47,19,40.4,24,51.1,298,20,10,68,55,353,86,5,24,10,41.7,1.44,0.6,0.13,0.3,13.5,0,2,2,5,3.4,0.14,0,-0.4,FRA,FW,26,16.7,3,6,3,2613,554,6,France
Eberechi Eze,24,9,11,47.8,12,14,13,6,30,4,0,Crystal Palace,72,4.92,29,22,5,8,1,4,0.27,2,0,0,0,2,0,438,77,215,247,87,165,196,84.2,41,89,46.1,1,2.9,3.1,-1.9,37,25,3,59,799,8,63,798,84,44,52.4,36,42.9,492,43,24,42,28,542,75,6,54,20,37,3.69,1.37,0.09,0.25,21.5,10,1,1,5.5,4.7,0.09,0.5,0.3,ENG,"MF,FW",25,14.6,1,12,11,7095,1977,30,United Kingdom
Will Hughes,42,22,13,46.4,15,24,15,12,54,20,0,Crystal Palace,36,2.47,23,9,1,2,1,2,0.14,2,0,0,0,0,0,481,83.5,265,299,88.6,181,202,89.6,16,41,39,0,0.8,1.3,-0.8,17,11,2,43,725,39,8,725,11,7,63.6,3,27.3,303,9,0,14,21,383,8,0,4,2,50,0.27,0.14,0,0,18.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,ENG,MF,28,14.6,20,14,8,6861,1880,45,United Kingdom
Cheick Doucouré,34,17,18,60,12,13,11,20,54,12,0,Crystal Palace,23,2.25,19,0,1,0,1,3,0.29,3,0,0,0,0,0,367,87,200,222,90.1,146,165,88.5,18,24,75,0,0.7,0.8,-0.7,10,5,0,49,545,25,7,545,13,10,76.9,3,23.1,276,9,1,16,8,318,5,0,6,2,33.3,0.59,0.2,0,0,21.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,MLI,MF,24,10.2,15,13,6,5725,1849,39,Mali
Michael Olise,14,8,8,40,12,14,14,6,20,8,0,Crystal Palace,50,5.96,24,11,7,4,0,6,0.72,5,0,1,0,0,0,302,70.4,164,189,86.8,87,118,73.7,37,82,45.1,3,3.3,2.9,-0.3,22,17,3,38,563,10,47,562,46,27,58.7,12,26.1,343,35,17,24,22,394,82,6,30,9,30,3.58,1.07,0.17,0.56,17.9,2,1,1,3.2,2.4,0.08,2.8,2.6,FRA,"FW,MF",22,8.4,5,8,1,4994,1552,27,France
Dean Henderson,0,0,0,0,0,0,0,0,0,6,1,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,59.9,22,22,100,77,79,97.5,43,136,31.6,0,0,0,0,0,1,0,0,261,236,0,261,0,0,0,0,0,140,0,0,1,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,GK,27,8,0,0,0,4269,3136,5,United Kingdom
Nathaniel Clyne,15,9,9,75,3,9,7,4,19,21,0,Crystal Palace,4,0.5,3,0,0,0,1,0,0,0,0,0,0,0,0,257,79.8,143,156,91.7,91,110,82.7,17,29,58.6,0,0,0.1,0,1,2,1,18,394,21,5,394,9,4,44.4,5,55.6,145,8,0,8,0,185,15,0,2,0,0,0.25,0,0,0,23,0,0,0,0,0,0.02,0,0,ENG,DF,32,8,7,6,2,3855,1642,21,United Kingdom
Daniel Muñoz,12,11,6,37.5,10,10,5,8,20,22,0,Crystal Palace,12,2,10,0,1,1,0,3,0.5,2,0,1,0,0,0,183,78.9,117,136,86,58,78,74.4,6,12,50,1,0.5,0.3,0.5,7,2,0,13,313,29,12,313,12,7,58.3,4,33.3,125,6,1,5,1,153,28,0,3,0,0,0.5,0,0,0,6.6,0,0,0,0.6,0.6,0.21,-0.6,-0.6,COL,"DF,MF",27,6,9,2,1,2534,932,4,Colombia
Adam Wharton,16,14,8,42.1,11,5,3,8,24,7,1,Crystal Palace,17,3.36,10,7,0,0,0,0,0,0,0,0,0,0,0,136,74.7,56,68,82.4,62,72,86.1,15,28,53.6,0,0.6,0.5,-0.6,10,4,2,19,223,12,3,223,2,0,0,1,50,95,4,0,4,3,121,2,0,2,0,0,0.4,0,0,0,20.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,ENG,MF,19,5.1,5,8,3,2482,831,11,United Kingdom
Jaïro Riedewald,4,1,1,50,1,0,0,2,6,0,0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,73.8,24,26,92.3,21,26,80.8,2,8,25,0,0,0,0,0,1,0,4,77,1,4,77,2,1,50,1,50,34,2,1,3,2,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NED,"MF,FW",27,2,0,2,2,779,159,1,Netherlands
Matheus França,3,3,1,14.3,6,4,4,1,4,1,0,Crystal Palace,8,3.1,4,3,0,1,0,2,0.78,1,0,0,0,1,0,51,64.6,20,29,69,24,29,82.8,5,13,38.5,1,0.9,0.5,0.1,6,2,0,8,119,3,9,119,14,4,28.6,9,64.3,81,12,5,4,7,73,12,0,8,2,25,3.1,0.78,0,0,21.8,0,0,0,0.4,0.4,0.05,-0.4,-0.4,BRA,"MF,FW",19,2.6,2,1,0,910,256,4,Brazil
Naouirou Ahamada,6,4,4,36.4,7,3,3,1,7,3,0,Crystal Palace,7,2.67,7,0,0,0,0,2,0.76,2,0,0,0,0,0,87,79.8,48,56,85.7,32,37,86.5,2,4,50,0,0,0.1,0,1,0,0,11,144,3,6,144,9,5,55.6,3,33.3,94,15,3,6,7,99,17,0,7,1,14.3,2.68,0.38,0,0,20.1,0,0,0,0.4,0.4,0.05,-0.4,-0.4,FRA,"MF,FW",21,2.6,3,3,0,1249,306,2,France
Jesurun Rak Sakyi,4,1,2,66.7,1,2,2,3,7,1,0,Crystal Palace,6,3.97,4,0,2,0,0,0,0,0,0,0,0,0,0,37,74,24,28,85.7,11,16,68.8,2,3,66.7,0,0.2,0.1,-0.2,2,0,0,2,77,1,13,77,10,4,40,5,50,46,7,5,4,3,54,18,0,5,1,20,3.31,0.66,0,0,15.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,ENG,"MF,FW",21,1.5,3,1,0,535,79,2,United Kingdom
David Ozoh,9,5,5,83.3,1,2,2,0,9,2,0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,93,17,18,94.4,21,21,100,0,0,0,0,0,0,0,0,0,0,3,64,1,0,64,3,1,33.3,2,66.7,31,2,0,2,4,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,MF,18,1.5,3,5,1,576,82,3,United Kingdom
James Tomkins,0,0,0,0,0,0,0,1,1,0,0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,72.7,7,8,87.5,1,3,33.3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,14,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,DF,34,0.1,0,0,0,99,29,0,United Kingdom
Remi Matthews,0,0,0,0,0,0,0,0,0,1,0,Crystal Palace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,5,0,6,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENG,GK,30,0,0,0,0,0,0,0,United Kingdom
Mark Flekken,1,1,1,25,3,1,1,0,1,11,0,Brentford,3,0.11,1,2,0,0,0,1,0.04,0,1,0,0,0,0,861,70.5,131,133,98.5,432,436,99.1,295,645,45.7,1,0.2,0.1,0.8,1,1,0,4,1286,988,0,1286,4,3,75,1,25,714,0,0,0,0,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NED,GK,30,27.5,1,0,0,24759,17026,32,Netherlands
Vitaly Janelt,46,25,27,51.9,25,22,15,23,69,46,1,Brentford,58,2.25,50,1,0,2,2,3,0.12,2,0,0,0,1,0,805,77.3,434,503,86.3,286,364,78.6,62,112,55.4,2,3.9,2.6,-1.9,27,23,10,88,1253,79,58,1253,11,4,36.4,6,54.5,643,19,2,23,9,777,69,0,15,5,33.3,0.58,0.19,0,0,16.6,0,0,0,1.3,1.3,0.09,-1.3,-1.3,GER,"MF,DF",25,25.7,21,18,7,12868,3777,71,Germany
Christian Nørgaard,73,46,29,36.3,51,40,38,46,119,50,0,Brentford,55,2.28,42,6,0,2,2,3,0.12,3,0,0,0,0,0,1008,78.7,525,601,87.4,394,488,80.7,71,131,54.2,1,1.7,2.1,-0.7,21,24,3,146,1595,86,51,1595,10,6,60,4,40,733,11,3,21,12,925,39,2,33,7,21.2,1.37,0.29,0.06,0.29,14.5,0,0,0,3.4,3.4,0.1,-1.4,-1.4,DEN,MF,30,24.2,39,27,7,16337,5397,102,Denmark
Ethan Pinnock,32,21,8,47.1,9,34,13,36,68,144,2,Brentford,23,1,16,1,0,0,1,1,0.04,1,0,0,0,0,0,1006,83.3,331,388,85.3,569,619,91.9,85,154,55.2,0,1,0.7,-1,4,4,0,54,1482,254,38,1482,9,6,66.7,2,22.2,761,10,1,4,3,867,15,1,15,3,20,0.65,0.13,0.07,0.33,9.5,0,0,0,1.7,1.7,0.11,-0.7,-0.7,JAM,DF,30,23,21,11,0,19079,6392,69,Jamaica
Yoane Wissa,21,12,2,12.5,14,18,15,8,29,10,0,Brentford,46,2.18,28,1,2,7,1,5,0.24,2,0,0,1,2,0,234,71.6,144,181,79.6,64,91,70.3,10,16,62.5,1,2.2,1.4,-1.2,20,10,3,31,545,15,89,545,36,14,38.9,15,41.7,297,34,17,41,17,342,106,7,53,18,34,2.51,0.85,0.13,0.39,13,0,0,0,8,8,0.15,-1,-1,COD,FW,27,21.1,8,8,5,3095,818,19,Democratic Republic of the Congo
Nathan Collins,28,14,16,61.5,10,30,13,34,62,111,4,Brentford,16,0.75,14,0,0,0,1,2,0.09,2,0,0,0,0,0,960,81.3,349,399,87.5,509,580,87.8,83,159,52.2,1,1.5,0.7,-0.5,7,4,0,71,1431,240,38,1431,14,10,71.4,2,14.3,741,6,0,15,6,857,14,1,10,2,20,0.47,0.09,0.1,0.5,9.9,0,0,0,1.7,1.7,0.17,-0.7,-0.7,IRL,DF,22,21.5,19,8,1,17622,6270,55,Ireland
Mathias Jensen,43,24,20,28.6,50,32,26,13,56,19,1,Brentford,65,3.67,35,27,0,2,1,6,0.34,3,2,0,0,1,0,622,72,251,299,83.9,244,315,77.5,107,196,54.6,3,3,3.4,0,30,25,5,84,1048,37,15,1048,32,12,37.5,17,53.1,448,12,3,26,13,549,47,3,12,6,50,0.68,0.34,0.25,0.5,27.6,3,0,0,0.6,0.6,0.05,2.4,2.4,DEN,MF,28,17.7,22,17,4,12339,4403,56,Denmark
Mads Roerslev,36,24,23,52.3,21,11,9,15,51,59,0,Brentford,25,1.53,22,0,2,0,1,3,0.18,3,0,0,0,0,0,365,65.1,174,226,77,146,223,65.5,39,75,52,2,1.3,1,0.7,12,21,19,30,736,81,17,736,25,9,36,14,56,336,14,4,16,11,390,69,1,6,1,16.7,0.37,0.06,0.17,1,13.7,0,0,0,0.9,0.9,0.15,0.1,0.1,DEN,DF,24,16.3,27,6,3,6308,2090,20,Denmark
Bryan Mbeumo,12,8,4,30.8,9,14,14,5,17,9,0,Brentford,60,4.16,32,20,1,4,0,7,0.49,6,1,0,0,0,0,372,69,216,261,82.8,106,159,66.7,36,69,52.2,3,2.8,3.9,0.2,23,28,2,66,718,16,77,715,43,12,27.9,23,53.5,428,51,25,39,21,487,134,7,38,13,34.2,2.63,0.9,0.11,0.31,17.3,3,3,3,8.5,6.2,0.16,-1.5,-2.2,CMR,FW,24,14.4,6,4,2,5741,1829,19,Cameroon
Ben Mee,26,15,17,77.3,5,21,8,13,39,63,1,Brentford,14,0.99,11,1,0,0,0,1,0.07,0,0,0,1,0,0,511,76.6,218,249,87.6,235,285,82.5,49,103,47.6,0,0.3,0.7,-0.3,6,4,2,49,829,109,25,829,6,3,50,3,50,388,11,1,9,7,447,9,2,10,2,20,0.71,0.14,0.2,1,12.7,0,0,0,1.5,1.5,0.15,0.5,0.5,ENG,DF,34,14.1,12,12,2,9030,3658,45,United Kingdom
Kristoffer Ajer,29,16,20,69,9,17,9,17,46,57,1,Brentford,23,1.59,20,0,1,0,0,2,0.14,2,0,0,0,0,0,428,73.4,198,236,83.9,185,235,78.7,38,86,44.2,1,2.2,2.4,-1.2,10,6,2,46,744,80,37,744,9,7,77.8,2,22.2,330,18,4,13,5,408,28,1,7,2,28.6,0.49,0.14,0.14,0.5,9.4,0,0,0,0.7,0.7,0.1,0.3,0.3,NOR,DF,25,14.4,20,8,1,7354,2708,43,Norway
Neal Maupay,10,7,3,23.1,10,9,9,2,12,3,0,Brentford,39,2.9,30,0,2,0,1,5,0.37,5,0,0,0,0,0,254,72.2,155,188,82.4,60,83,72.3,19,28,67.9,3,2.3,2.2,0.7,14,17,2,34,482,6,66,482,31,9,29,18,58.1,266,20,12,26,23,345,85,6,34,14,41.2,2.53,1.04,0.18,0.43,13.7,1,0,0,5.3,5.3,0.16,0.7,0.7,FRA,FW,27,13.4,4,5,1,3568,835,15,France
Frank Onyeka,35,22,14,56,11,15,8,23,58,16,0,Brentford,31,2.45,21,0,2,4,1,1,0.08,0,0,0,1,0,0,287,76.1,152,174,87.4,110,143,76.9,17,33,51.5,2,1.8,1.4,0.2,11,10,4,33,560,31,27,560,29,11,37.9,14,48.3,310,16,4,32,11,321,39,0,21,8,38.1,1.66,0.63,0,0,17.7,0,0,0,1.9,1.9,0.09,-1.9,-1.9,NGA,MF,26,12.7,9,21,5,4470,1101,22,Nigeria
Keane Lewis-Potter,16,6,6,50,6,9,7,5,21,16,0,Brentford,25,2.17,18,0,2,1,0,2,0.17,1,0,0,1,0,0,210,70.2,116,149,77.9,71,95,74.7,15,37,40.5,1,1.5,1.6,-0.5,10,13,3,27,442,23,52,442,41,14,34.1,23,56.1,260,36,13,26,12,304,100,2,27,11,40.7,2.35,0.96,0.07,0.18,13.6,0,0,0,3.3,3.3,0.12,-1.3,-1.3,ENG,"FW,DF",23,11.5,5,10,1,3150,751,9,United Kingdom
